#{"t_start": 1748053850.8665836, "env_id": "None"}
r,l,t
36.93091,138,2496.632197
266.24573,1000,2496.796777
385.30365,1000,2505.715673
338.6928,1000,2511.547629
335.8841,1000,2512.086268
-4.603174,1,2512.114778
-4.6112485,1,2512.143728
588.13635,1000,2517.514124
80.27237,197,2523.34065
452.43585,1000,2523.636406
317.79666,1000,2525.070841
316.38272,1000,2525.453991
315.76636,1000,2525.629838
77.05718,197,2529.084656
0.38743466,1,2529.113342
94.61044,215,2531.799696
459.8998,1000,2534.884461
452.42206,1000,2540.893378
665.8428,1000,2541.449221
74.335144,169,2545.656502
340.0103,1000,2552.680967
327.18832,1000,2554.02374
267.0982,1000,2554.371883
366.58652,1000,2557.902872
-4.6012454,1,2557.932748
72.40389,171,2558.797292
353.7077,1000,2560.645027
534.90704,1000,2563.504407
354.41016,1000,2569.815369
624.6776,1000,2573.953148
424.28696,1000,2580.647177
1.7373228,6,2580.817229
406.43292,1000,2582.369254
300.2699,1000,2586.029113
296.9988,1000,2586.864136
366.33313,1000,2588.628233
456.94836,1000,2591.5938
92.67255,257,2595.840671
323.57797,1000,2597.772458
290.0695,1000,2601.884566
110.77777,255,2604.869899
324.5018,1000,2608.768632
312.55594,1000,2610.330433
-4.606864,1,2610.361063
279.6917,1000,2613.965506
286.46823,1000,2614.816327
-2.9166718,8,2615.050696
-4.6009436,1,2615.080654
-4.6074057,1,2615.109656
280.48276,1000,2619.58224
326.5072,1000,2623.834285
331.48987,1000,2630.122241
-4.6159954,1,2630.151093
168.27356,1000,2633.09048
499.41928,1000,2636.84291
388.71893,1000,2638.366855
30.260973,93,2640.927655
-4.60431,1,2640.955469
369.5476,1000,2641.887335
219.19919,1000,2642.959507
621.2243,1000,2647.330918
-4.602584,1,2647.359517
293.72086,1000,2651.554189
-4.6484146,1,2651.582659
49.50926,165,2656.372559
-4.6046214,1,2656.403778
-4.622238,1,2656.434996
296.94363,1000,2657.948876
330.68427,1000,2660.929546
317.08978,1000,2664.928655
1.8698827,7,2665.127766
202.20142,1000,2669.20699
261.8385,1000,2670.166226
344.38733,1000,2671.337506
0.39419305,1,2671.359863
96.55613,251,2672.332114
284.4001,1000,2675.825503
455.3602,1000,2684.728891
567.8605,1000,2686.208448
-4.63964,1,2686.238122
34.84864,110,2687.711913
-4.604131,1,2687.738357
302.84738,1000,2689.026289
0.93760765,3,2689.110269
546.5578,1000,2697.179967
200.10153,1000,2698.118852
-4.647635,1,2698.150209
104.97588,1000,2699.237292
-4.605559,1,2699.268807
260.2245,1000,2700.225662
256.80032,1000,2703.778016
752.8104,1000,2714.593758
742.67084,1000,2716.242821
-4.6028023,1,2716.272648
375.80112,1000,2717.653315
45.37663,112,2719.403601
341.8817,1000,2725.826655
-4.608133,1,2725.857927
392.47278,1000,2726.784097
309.0972,1000,2727.942533
-3.1130195,6,2728.111926
246.58003,1000,2728.864903
99.043915,203,2731.549603
338.96695,1000,2732.321006
57.797417,152,2735.805532
292.29114,1000,2743.044782
295.4547,1000,2746.191682
-4.6005607,1,2746.220965
648.1168,1000,2747.931116
