#{"t_start": 1747809037.366212, "env_id": "None"}
r,l,t
3.2349908,200,521.982104
40.87318,200,522.126301
37.759846,200,522.342169
35.469532,200,522.53814
23.23882,200,523.101968
34.364517,200,523.438844
42.45854,200,523.579862
30.428251,200,523.860795
50.21882,200,524.207168
62.680225,200,524.341595
27.864834,200,524.544037
15.622982,200,524.716479
46.975704,200,525.27822
32.994816,200,525.623721
67.92696,200,525.760202
50.862316,200,526.049021
30.369574,200,526.40557
61.701088,200,526.549954
60.65231,200,526.759467
17.926598,105,526.806756
14.610946,200,526.955106
60.31173,200,527.532209
5.9408193,200,528.038826
16.001953,200,528.309911
25.725128,200,528.644724
7.6632447,200,528.772189
24.37186,200,528.98215
52.154762,200,529.029142
28.933168,200,529.158905
40.3111,200,529.712147
43.429825,200,530.216657
18.613647,200,530.493932
24.679926,152,530.832706
36.324646,200,530.84337
10.312018,107,530.914226
22.444012,200,530.979679
15.4957285,200,531.190053
51.641712,200,531.234655
51.840626,200,532.446791
22.403183,200,532.734546
13.4131365,200,533.114744
49.742775,200,533.125854
3.0882533,200,533.190912
11.515476,200,533.257298
46.489685,200,533.462198
28.368015,200,533.51215
5.5341187,200,534.795027
40.52997,200,535.106723
20.232464,200,535.422657
55.996796,200,535.436219
15.276276,200,535.498478
33.89832,200,535.559181
27.321522,200,535.774118
5.840757,200,535.813598
68.055725,200,536.979658
9.199022,200,537.275829
32.196777,200,537.649745
61.03809,200,537.664033
71.10055,200,537.731566
33.34038,200,537.803468
31.834196,200,538.0332
11.693157,200,538.085106
10.214702,65,538.797068
9.640759,200,539.302786
24.492369,200,539.578217
4.645761,200,539.903202
30.8937,200,539.914805
42.914413,200,539.980646
9.67692,200,540.045141
57.943188,200,540.241894
57.97415,200,540.950362
17.994585,200,541.47349
12.603378,200,541.768298
11.599508,200,542.092051
20.126755,200,542.100878
45.5742,200,542.16288
37.82642,200,542.223929
13.13611,200,542.417752
63.687992,200,543.242401
47.306618,200,543.816363
13.345907,200,544.182519
37.419796,200,544.656658
15.448711,200,544.666051
3.233693,200,544.742225
58.2305,200,544.834034
22.401812,200,545.075936
0.5402415,200,545.898881
38.20581,200,546.376789
22.142454,200,546.728151
65.8871,200,547.070267
64.36494,200,547.081102
54.255707,200,547.155481
42.9091,200,547.223977
12.3297615,200,547.428865
37.430485,200,548.249807
40.98457,200,548.803075
23.983084,200,549.101969
40.275505,200,549.448585
28.447506,200,549.459453
45.6213,200,549.528409
12.943306,200,549.592262
26.449287,200,549.851712
13.311315,200,550.642539
26.424845,200,551.186983
1.8372897,200,551.534714
44.798363,200,551.877811
46.317703,200,551.892591
22.75921,200,551.981245
13.60382,200,552.067915
21.868984,200,552.340625
53.83283,200,553.160799
40.967583,200,553.651308
44.881416,200,553.942358
39.242756,200,554.265978
9.274238,200,554.277406
27.475616,200,554.350464
7.6801066,200,554.417369
34.95408,200,554.666968
27.809814,200,555.449795
27.968334,200,555.916634
25.691172,200,556.232099
67.66375,200,556.576904
13.67933,200,556.586891
12.985591,200,556.657357
24.615168,200,556.725928
50.87624,200,556.931762
30.283607,200,557.780073
14.269287,200,558.283147
34.223984,200,558.57831
34.89064,200,558.911208
30.282103,200,558.920846
53.776505,200,558.985024
20.174728,200,559.053004
11.225389,200,559.263301
51.648457,200,560.026302
12.356526,163,560.392644
1.6133842,200,560.50202
57.946777,200,561.115505
54.65937,200,561.126499
-2.7549121,71,561.15666
9.73882,200,561.185269
56.209335,200,561.253273
21.415821,200,561.468741
56.884525,200,562.202846
40.138977,200,562.665967
17.71733,200,563.286383
45.8565,200,563.299119
41.92257,200,563.332028
61.17847,200,563.362453
25.315098,200,563.425578
46.507385,200,563.638887
55.953976,200,564.417302
35.061398,200,564.961075
31.53127,200,565.685715
19.349495,200,565.698313
37.87597,200,565.731815
20.844189,200,565.761911
16.64673,200,565.820649
66.75989,200,566.045105
46.438995,175,566.569105
27.282372,200,567.31996
14.367338,200,567.93347
50.29471,200,567.945325
25.251766,200,567.977128
9.077089,200,568.012827
23.172808,200,568.077688
27.012314,200,568.293947
16.331814,200,568.793376
35.6278,200,569.538227
40.92258,200,570.145055
18.10474,200,570.15449
10.149924,200,570.184935
68.01304,200,570.22757
12.707934,200,570.294382
13.049018,200,570.493813
8.539341,128,570.894036
31.215757,200,570.935529
21.26685,91,571.133751
18.257616,200,572.227419
21.122221,200,572.236373
77.494064,200,572.299286
16.137852,181,572.366072
40.748035,200,572.366146
46.615128,200,573.05404
53.423496,200,573.09689
44.279762,200,573.293968
61.710278,200,574.528752
35.808212,200,574.537676
7.396772,200,574.602549
11.183297,200,574.671997
25.993181,200,574.672069
1.5756202,200,575.340569
25.211037,200,575.386771
48.75074,200,575.581932
6.0613437,200,577.216568
27.750488,200,577.227641
8.906031,200,577.289512
1.5909418,200,577.354344
12.576616,200,577.35441
4.1869354,200,578.012423
4.275881,200,578.054613
50.406506,200,578.261918
14.207526,200,579.346114
60.626892,200,579.354929
40.14556,200,579.415104
10.750523,200,579.475345
7.9306674,200,579.475401
11.760144,200,580.086994
13.636537,200,580.133283
40.59409,200,580.350279
12.48964,200,581.480509
-3.1415312,188,581.496743
71.92265,200,581.496794
14.092027,200,581.562045
9.625032,200,581.626921
32.819977,200,582.265789
26.86308,200,582.305049
54.62063,200,582.513514
26.618582,200,583.701981
20.888224,200,583.717268
27.694021,200,583.717336
0.25333604,192,583.776948
35.215996,200,583.800819
40.960373,200,584.683927
25.433796,200,584.736734
7.469456,200,584.933065
5.187786,200,586.13829
60.205875,200,586.155482
15.172575,200,586.155543
41.926636,200,586.219601
31.707638,200,586.24931
34.7008,200,587.061786
29.991697,200,587.118304
37.01105,200,587.332402
22.697296,200,588.518709
30.353884,200,588.533199
35.552338,200,588.533262
32.69357,200,588.578579
10.316387,200,588.600092
54.134674,200,589.413186
27.981718,200,589.478842
42.422348,200,589.702208
2.0359926,137,590.33776
26.61742,124,590.967981
17.37532,200,591.012956
20.093151,200,591.021767
2.348311,200,591.065612
37.742485,200,591.089294
19.598253,200,591.830483
18.998747,200,592.024379
41.31581,200,592.501561
6.0302906,200,593.221498
46.258984,200,593.266783
0.13385987,200,593.277747
41.794277,200,593.320801
24.017126,200,593.345827
62.752182,200,594.119133
7.133524,200,594.355426
30.25761,200,594.863162
15.038987,200,595.519454
37.944046,200,595.57842
15.2815895,200,595.596718
41.271187,200,595.649331
25.33579,200,595.671124
26.548155,200,596.645506
11.13979,200,596.851433
11.699165,200,597.389586
38.691254,200,598.030746
44.967182,200,598.080092
1.8524251,200,598.090067
33.594418,200,598.134413
16.99292,200,598.16297
8.843873,200,598.984903
25.118752,200,599.202049
13.82663,200,599.684718
24.346651,200,600.331424
16.31423,200,600.374099
63.921185,200,600.386044
13.683643,200,600.426165
22.38432,200,600.449615
21.831715,200,601.200813
42.165302,200,601.400803
8.431808,126,601.763449
56.031723,200,601.886893
56.719475,200,602.554276
45.993862,200,602.600192
19.957281,200,602.649192
24.810022,200,602.670173
52.741173,200,603.471229
11.766441,200,603.672913
27.14293,200,604.042631
29.574581,200,604.163526
31.845188,200,604.811711
27.210733,200,604.854063
57.076115,200,604.912323
29.182774,200,604.931431
37.639957,200,605.713015
63.828243,200,605.913904
19.765003,200,606.25609
63.487083,200,606.374653
9.558843,200,606.972799
24.074965,200,607.015799
20.498356,200,607.06935
36.29785,200,607.089522
56.05837,200,607.839845
29.650389,200,608.036831
13.1501,200,608.363853
19.269201,200,608.469129
3.1358578,76,608.797643
50.90838,200,609.049745
5.9712806,200,609.089378
34.52975,200,609.138729
8.7444515,200,609.164242
46.775738,200,609.90246
35.71548,200,610.481888
27.63187,200,610.608639
30.095991,200,610.975016
9.1709175,200,611.253688
20.804798,200,611.291652
42.135323,200,611.358117
24.565556,200,611.385535
39.634464,200,612.241434
65.15315,200,612.819561
18.688692,200,612.971292
16.256157,200,613.339387
15.24053,200,613.61114
8.405143,200,613.654175
19.462988,200,613.707001
2.9380653,200,613.731723
16.724167,196,614.443285
39.887447,200,615.074758
62.175587,200,615.208447
22.47573,200,615.608206
2.751219,200,615.883089
46.620594,200,615.921872
8.936776,200,615.971613
33.681705,200,615.992044
39.34144,200,616.732997
4.9687223,200,617.351196
14.573858,200,617.472624
25.134415,200,617.839194
61.103706,200,618.104009
4.7754397,200,618.148543
50.64782,200,618.201289
8.657141,200,618.220111
6.202439,66,618.962105
29.459578,200,618.971836
4.7760344,200,619.6636
36.553177,200,619.821251
36.36393,200,620.264702
46.22421,200,620.621516
41.328228,200,620.672342
30.660595,200,620.755964
37.875347,200,621.558201
22.00336,200,621.570801
25.541668,200,622.373572
7.6145124,200,622.515716
16.562986,200,622.913108
9.158192,112,623.076996
8.096638,200,623.209276
25.958538,200,623.255806
17.851423,67,623.311607
32.02356,200,623.33192
0.24325632,80,623.331988
18.913298,181,623.837087
9.519085,160,624.964118
30.470854,200,625.260544
0.35182634,200,625.542604
29.768452,200,625.587394
61.9867,200,625.636966
22.181301,200,625.668786
37.891182,200,625.668866
15.296929,200,626.223526
64.92703,200,627.357202
48.811943,200,627.676753
22.168982,200,627.956794
30.52363,200,628.005342
9.406124,200,628.061286
38.847675,200,628.090929
37.325912,200,628.090996
67.49278,200,628.638095
11.4519,200,629.82251
8.271223,200,630.124129
52.6576,200,630.439541
54.626034,200,630.484675
31.1093,200,630.53193
36.149567,200,630.555215
10.215133,200,630.555286
3.3131518,70,630.910968
20.610735,200,631.032424
29.50029,200,632.18888
40.887833,200,632.984081
27.231659,200,633.035654
53.751015,200,633.110754
24.320747,200,633.134494
31.809992,200,633.134572
28.800192,200,633.60488
7.8176146,200,633.727574
11.919007,66,633.839539
21.382954,82,634.113813
4.0720887,90,634.30384
13.672069,88,634.303902
55.354362,200,634.957248
10.358026,66,635.181471
38.362316,200,635.751336
31.70809,144,636.015368
7.236118,166,636.044061
42.1775,200,636.189143
8.202051,148,636.209877
23.183395,200,636.335203
42.1753,200,637.438211
37.25294,200,637.631395
59.850594,200,638.183495
26.896725,200,638.374035
17.451609,200,638.400023
6.2430577,200,638.531824
12.68534,200,638.549803
8.230126,200,638.643051
48.32501,200,639.756582
26.811693,200,639.966431
28.23411,200,640.484998
63.493233,200,640.749977
58.84369,200,640.774818
19.725212,200,640.922873
19.79382,200,640.942985
12.63075,200,641.040801
41.180317,200,642.095684
33.06878,200,642.353612
37.61101,200,642.892449
10.732133,200,643.094569
73.53738,200,643.119144
45.454727,200,643.258977
39.881626,200,643.28703
33.530308,200,643.379016
52.175888,200,644.451158
62.144222,200,644.642184
14.293665,200,645.125377
11.987269,200,645.32147
56.681293,200,645.34
19.478231,200,645.486676
37.0669,200,645.507745
29.675095,200,645.607553
21.842525,200,646.707614
44.04809,200,646.89345
32.05622,200,647.43587
27.167702,200,647.633877
35.0203,200,647.656127
52.883305,200,647.808907
54.93686,200,647.837892
35.604355,200,647.986175
-2.554576,65,648.41625
22.573492,200,648.997343
7.6684566,200,649.190882
19.31631,200,649.743016
38.593792,200,650.007515
11.021104,200,650.151675
21.18487,200,650.174656
38.372395,200,650.279925
17.072882,200,650.727017
28.05817,200,651.325378
29.236279,200,651.540725
8.68459,159,651.601627
31.489016,173,652.126612
27.32364,200,652.275663
27.95519,182,652.341825
9.6725645,200,652.451167
5.2730036,108,652.734713
20.912834,200,652.96542
17.891775,200,653.585578
35.84386,200,653.816483
43.821545,200,654.325044
33.354786,200,654.478231
35.103394,200,654.543308
18.733606,200,654.640139
59.759037,200,654.925734
8.781788,200,655.167549
24.344082,200,655.756812
46.064194,182,655.79718
6.5841174,200,656.577478
46.807003,200,656.738935
4.9510126,200,656.806048
44.336754,200,656.908791
9.68931,200,657.202359
20.178606,200,657.455091
8.123956,200,658.02222
66.13893,200,658.060459
14.777699,200,658.788751
77.14614,200,658.940445
70.82194,200,659.008948
58.707607,200,659.108306
40.562866,113,659.303356
35.195984,200,659.387615
40.2653,200,659.633107
26.859217,200,660.20426
7.1932836,200,660.969579
59.623264,200,661.108221
25.448336,200,661.17235
32.744896,200,661.270904
57.737656,200,661.465857
51.80464,200,661.55068
26.015972,200,661.776867
17.410496,200,662.335484
1.1540796,81,662.655889
3.4294188,200,663.099596
34.447033,200,663.250285
16.949718,200,663.316577
63.256878,200,663.422265
18.740738,200,663.663678
8.384438,200,663.76265
9.790498,200,664.776455
34.233387,200,665.173826
5.682575,200,665.651191
52.223774,200,665.803983
16.700508,200,665.868623
14.379679,200,665.982164
21.76815,200,666.18869
39.350086,200,666.276126
32.50716,200,667.077442
28.73371,200,667.38396
19.348745,200,667.852757
11.0696945,200,667.994056
17.057213,200,668.060325
68.9524,200,668.171579
46.44765,200,668.374107
11.02057,200,668.468016
27.626894,200,669.267814
9.912059,200,669.592333
57.73488,200,670.062897
19.991035,200,670.22624
7.40567,200,670.284191
6.0566154,200,670.372717
30.769993,200,670.576734
21.786816,200,670.658305
57.880962,200,671.692185
43.089214,200,672.030396
1.8401606,119,672.126268
2.9757667,161,672.307752
7.3673725,200,672.57229
53.051178,200,672.776042
46.99241,200,673.008018
13.314505,200,673.37294
6.8451066,69,673.923969
31.949934,200,674.277927
27.392078,200,674.595079
2.5353506,159,674.6066
4.9629397,200,674.68964
42.26963,200,674.85774
21.704348,200,675.2215
55.662636,200,675.685601
64.05585,200,676.159702
8.854914,200,676.547402
9.441823,200,676.83821
20.110695,200,676.847711
59.74256,200,676.925921
11.875724,200,677.087895
37.587814,200,677.450278
-2.8070643,154,677.862465
12.505856,200,677.898981
42.581543,200,678.911721
25.337526,200,679.330054
8.718533,200,679.343191
18.912556,200,679.442795
29.738136,200,679.605043
43.934242,200,679.953849
69.75426,200,680.584627
35.275547,200,680.64014
3.1849453,74,681.065938
30.28417,200,681.623666
6.452243,200,681.946689
24.171993,200,681.958681
27.15386,200,682.044424
10.6506605,200,682.213658
14.255384,200,682.97933
8.662166,200,683.013291
32.075733,157,683.412295
30.836422,200,683.444594
60.487255,200,684.289779
16.256413,200,684.302519
36.26091,200,684.382949
25.737532,200,684.641625
49.292355,200,685.619263
15.776976,200,685.660712
40.99398,200,686.132406
45.40485,200,686.153986
45.189766,200,687.058467
15.122538,200,687.072644
70.83288,200,687.147281
33.00356,200,687.308044
9.91003,200,688.098761
10.602378,200,688.134027
50.81776,200,688.539135
36.237698,200,688.549006
40.023525,200,689.444587
63.0406,200,689.45651
11.066466,200,689.545202
17.095242,200,689.78369
-8.07856,42,690.161004
17.999884,200,690.749301
45.7345,200,690.782793
65.54549,200,691.17997
23.455978,200,691.194935
67.13202,200,692.154705
8.824325,200,692.164778
4.6093316,200,692.461005
9.834371,200,692.75878
56.66986,155,692.780795
15.826052,200,693.260344
11.408425,75,693.597528
17.786129,200,693.638031
32.575336,200,693.646815
-7.392563,38,694.015192
-6.919242,35,694.027307
38.532784,200,694.415273
76.14724,200,694.423543
18.416855,200,694.652567
32.30885,200,694.981378
8.354961,200,695.455822
8.42145,200,695.897487
28.923084,200,696.282873
24.54917,200,696.299525
73.51624,200,696.717179
12.622133,200,696.727594
42.65556,151,696.747589
33.210716,200,696.970881
11.496649,200,697.747596
17.780907,200,698.139826
42.09996,200,698.494625
33.43096,200,698.507418
31.371698,200,698.899958
17.34217,200,698.914228
8.247074,200,698.93501
-1.882312,81,699.033139
9.932057,200,699.191684
2.626589,72,699.928534
11.429358,71,700.064274
8.505009,70,700.211884
8.191881,200,700.223113
13.646535,200,701.065165
17.4944,200,701.077255
44.829834,200,701.494946
28.199726,200,701.527147
46.817684,200,702.349019
14.107456,82,702.440514
32.208584,200,702.440593
-3.9399447,80,702.451428
26.741993,200,702.565159
54.616135,200,702.577825
10.269582,200,703.460199
13.642476,200,703.472113
10.399427,67,704.195551
9.945343,200,704.668134
29.42666,200,704.762052
26.78208,200,704.762112
28.540836,200,704.772102
63.522438,200,704.882099
28.128534,200,704.895313
31.995663,200,705.61055
53.329357,200,706.366775
41.32551,200,706.84056
26.537973,200,706.941413
26.93396,200,706.941479
3.7031405,200,706.950719
44.51017,200,707.060664
23.777695,200,707.070365
12.470537,200,707.835227
-1.1000899,60,708.516489
30.984304,200,708.579438
9.207207,200,709.065382
13.790449,200,709.199775
18.103382,200,709.199834
25.803612,200,709.214814
26.375257,200,709.324448
45.404854,200,709.333782
69.88057,200,711.102676
21.93429,200,711.1781
32.97128,200,711.84535
44.51144,200,711.964878
18.08607,200,711.964933
25.54304,200,711.980928
6.511114,65,712.064638
12.757548,62,712.097399
24.386232,200,712.107584
37.30005,200,712.117035
54.855087,200,714.241572
15.586071,200,714.340477
47.906242,200,714.340567
41.35624,200,714.358769
23.12548,200,714.418005
36.55372,200,714.448032
9.624595,200,714.457922
21.809063,200,714.467366
3.780104,114,715.677887
-5.783568,141,715.963118
5.856382,200,716.547596
40.064068,200,716.642064
20.99442,200,716.714739
1.899609,200,716.74549
15.903389,200,716.755974
3.2697744,200,716.766557
15.854004,200,717.899302
58.259903,200,718.191178
59.9501,200,718.774082
10.967846,200,718.8788
11.962692,200,718.96361
52.409824,200,718.99657
11.017996,200,719.008992
15.793812,200,719.019435
16.91765,132,719.374359
78.379166,200,720.495724
63.975204,200,721.0826
21.387657,150,721.156452
2.9486287,200,721.190361
14.691353,200,721.271757
30.792042,200,721.29951
23.554611,200,721.31525
45.478043,200,721.329489
37.75476,200,722.772267
46.474285,174,723.257262
31.817915,200,723.399079
19.711304,200,723.481153
64.52929,200,723.522725
46.345882,200,723.657799
40.779846,200,723.666944
15.762793,200,723.682493
7.5990357,200,725.335723
49.109802,200,725.874579
39.995922,200,725.995116
19.385397,200,726.068141
17.352966,200,726.10016
27.797546,200,726.247845
68.800545,200,726.258261
14.58096,200,726.267127
43.901062,200,727.733999
44.47822,200,728.201352
10.550533,200,728.316375
25.602104,200,728.381721
24.3291,200,728.417289
64.21083,200,728.530936
54.223667,200,728.542479
50.634537,200,728.552007
39.144226,200,729.9811
18.505356,200,730.419322
32.448254,200,730.532727
26.792576,200,730.5946
42.45424,200,730.625566
10.043666,200,730.73416
8.473901,200,730.748554
29.966843,200,730.759196
48.661747,200,732.20329
22.10796,200,732.676554
35.442688,200,732.7794
9.732366,200,732.842509
64.40299,200,732.874352
45.26615,200,732.980185
8.340897,200,732.991611
6.0021033,200,733.001189
44.374516,200,734.507243
11.209905,200,734.944301
28.228117,200,735.061903
3.8177269,200,735.134249
2.2808638,200,735.167278
48.62211,200,735.281129
67.502945,200,735.291113
9.373162,200,735.299746
67.76433,200,736.753286
10.526625,200,737.16676
4.6301126,200,737.280654
54.71795,200,737.342831
24.101795,200,737.373765
20.86234,200,737.481255
8.131402,200,737.491855
8.194316,200,737.500425
24.543352,200,738.942987
38.707275,200,739.395209
32.08667,200,739.511998
20.286114,200,739.579246
27.040033,200,739.608155
22.369848,200,739.726189
50.15701,200,739.735589
63.040176,200,739.748805
14.474999,200,741.22561
53.78101,200,741.663059
20.811953,200,741.77562
24.82259,200,741.842999
21.201447,200,741.875024
76.88961,200,741.986113
6.8618627,200,741.997993
24.265696,200,742.008597
43.688114,200,743.434988
11.163734,200,743.885494
5.515653,200,743.998297
49.96999,200,744.064079
49.13035,200,744.095061
43.312397,200,744.200857
12.918219,200,744.211226
7.47168,200,744.220579
42.697426,200,745.654412
19.907497,200,746.099124
59.270172,200,746.218175
18.680952,200,746.286154
36.97896,200,746.317995
41.346478,200,746.426449
26.975863,200,746.438639
13.826491,200,746.448392
15.755596,200,747.883313
10.119198,200,748.348415
63.758648,200,748.478262
19.199747,200,748.556915
45.528908,200,748.594002
37.842396,200,748.714562
23.018646,200,748.726938
13.513455,200,748.735909
19.725262,200,750.618542
56.57984,200,751.25537
48.693233,200,751.375381
21.963352,200,751.444773
6.211468,200,751.480614
41.667637,200,751.595471
57.049553,200,751.607262
44.01164,200,751.616642
65.791504,200,753.145348
7.2756248,200,753.601298
15.87405,200,753.736599
29.54784,200,753.807621
6.91406,200,753.8458
21.628395,200,753.961847
62.32583,200,753.970373
45.306896,200,753.983337
49.25033,200,755.442872
24.424786,200,755.869253
37.646343,200,755.976974
6.2055206,200,756.045497
27.424416,200,756.080702
68.67026,200,756.187148
15.138459,200,756.200075
14.973986,200,756.211116
13.077614,200,757.683561
40.353844,200,758.125139
41.45998,200,758.22844
37.07895,200,758.294137
20.290802,200,758.327924
58.55453,200,758.448478
51.931496,200,758.460777
25.973972,200,758.469928
36.814224,200,760.088495
52.828506,200,760.545998
23.55831,200,760.650633
66.64815,200,760.729703
47.871315,200,760.77129
50.331776,200,760.884313
30.048607,200,760.894666
52.55216,200,760.907716
8.701143,200,762.547406
55.80539,200,762.989553
74.86171,200,763.104344
38.94276,200,763.16616
21.22933,200,763.202665
62.077404,200,763.316689
6.4876018,200,763.327201
62.20566,200,763.335874
33.82183,200,764.815651
52.87578,183,765.11353
46.25296,200,765.467273
63.83613,200,765.527978
50.334103,200,765.566047
61.683693,200,765.672691
56.32278,200,765.689812
14.052052,200,765.703468
57.096493,200,767.200332
27.498285,200,767.507291
19.263,200,767.852935
23.01575,200,767.928809
69.2559,200,767.969144
54.90746,200,768.086717
41.416756,200,768.10112
21.091358,200,768.113833
17.512852,134,768.930687
27.207275,138,769.688371
9.182907,164,770.104666
42.089935,200,770.132317
9.820094,200,770.510633
18.114616,200,770.618112
27.700808,200,770.628659
3.0569706,200,770.637347
8.087513,200,771.314377
10.763022,200,771.862172
28.124681,200,772.261506
54.586926,200,772.292047
11.23731,200,772.711407
31.213314,200,772.841908
46.072136,200,772.855014
16.71151,200,772.866832
12.806235,200,773.525323
31.827055,200,774.066717
33.648342,200,774.401686
28.692554,200,774.429774
30.388336,200,774.856098
60.391674,200,774.965936
22.862972,200,774.975174
62.054836,200,774.986753
10.036199,200,775.853901
16.843317,200,776.684453
8.224428,200,777.150078
11.103358,200,777.191321
53.121872,200,777.635284
20.507395,200,777.753044
31.984922,200,777.76422
39.69224,200,777.774254
19.922266,200,778.473274
36.827755,200,779.081525
17.93126,200,779.457776
54.168064,200,779.489306
14.214225,200,780.04007
8.0877695,200,780.189732
31.70421,200,780.209155
54.547703,200,780.225002
37.01868,200,781.136118
24.71076,149,781.653636
59.60913,200,781.91265
51.915134,200,782.370507
1.684368,200,782.79196
37.88651,200,782.93656
23.222519,200,782.94957
30.375658,200,782.963386
16.869326,200,783.706994
16.421446,200,784.140301
59.237022,200,784.346693
22.886251,200,784.730623
29.192976,200,785.155212
24.829765,200,785.257994
24.797035,200,785.268279
27.812178,200,785.284413
2.0796084,90,785.730483
16.653574,200,785.969064
3.2507885,200,786.462739
26.205433,200,786.678363
12.162131,200,787.486917
10.7372265,200,787.590299
4.4910927,200,787.603381
38.181446,200,787.614367
15.688283,200,788.103476
12.449216,200,788.372491
12.324049,200,788.871797
58.385612,200,789.126448
11.591836,200,790.175728
7.9203253,200,790.322591
19.062992,200,790.337322
45.017174,200,790.34991
25.086372,200,790.871864
31.101048,200,791.132397
27.96367,200,791.518234
46.73244,200,791.729343
28.893204,200,792.667992
63.25564,200,792.781368
69.26807,200,792.791904
58.35547,200,792.806506
43.388256,200,793.292114
15.431022,200,793.580209
25.536215,200,794.010575
13.219567,200,794.230451
24.079407,200,795.065472
14.6119,200,795.201858
21.714502,200,795.212763
14.154285,200,795.232281
58.777405,200,795.73171
17.798544,200,795.953567
40.882217,200,796.344356
26.097673,200,796.576122
18.407764,200,797.345548
8.585508,200,797.472798
48.459927,200,797.482958
56.469208,200,797.492407
27.393448,200,797.973932
24.961544,200,798.229348
12.323094,200,798.65274
48.866913,200,798.871682
17.303362,200,799.615434
40.50379,200,799.715888
31.207453,200,799.728451
10.849748,200,799.737299
51.381824,200,800.204132
46.929726,200,800.449247
18.25703,200,800.841449
13.0676,200,801.050611
45.911106,200,801.863724
21.579897,200,801.965855
23.056644,200,801.9749
33.130627,200,801.987962
43.32358,200,802.483448
18.600048,200,802.724235
36.598614,200,803.098617
40.60551,200,803.299468
35.538776,200,804.052251
18.633854,200,804.1534
74.34414,200,804.163297
20.21101,200,804.172232
38.689114,200,804.651161
22.406584,200,804.87268
28.474337,200,805.250512
38.679764,200,805.45329
46.80678,200,806.215546
64.73848,200,806.327497
29.493467,200,806.338404
8.392981,200,806.348635
58.37138,200,806.834984
64.06125,200,807.154427
33.508778,200,807.668994
19.070093,200,807.901015
19.94537,161,808.352361
15.709857,121,808.621763
15.440968,200,808.663653
35.12798,200,808.765587
35.821526,200,808.78725
2.0070627,141,809.20952
58.989227,200,809.241524
29.099667,200,810.056857
3.3092978,200,810.571789
-5.7151675,200,810.833721
63.47999,200,810.872751
66.37963,200,810.982978
4.216672,200,811.006024
7.623231,200,811.437294
34.072784,200,811.467681
66.9981,200,812.263009
54.803204,200,812.768897
20.902355,200,813.034761
14.029692,200,813.086032
20.793161,200,813.206838
23.34515,200,813.226568
74.697136,200,813.693209
15.493958,200,813.733859
35.569275,152,814.041891
15.241264,163,814.663746
54.53937,200,815.373019
26.98684,188,815.393434
13.3501,200,815.440695
9.000913,200,815.571501
51.630306,200,816.00576
28.80413,200,816.042588
56.35057,200,816.353253
29.006092,200,816.964554
23.566452,200,817.633744
21.082232,200,817.653594
38.17721,200,817.674627
49.80502,200,817.809828
53.390785,190,818.135329
7.3284774,112,818.195894
39.679985,200,818.291529
15.636379,200,818.644359
9.105863,200,820.010928
28.49249,200,820.035668
47.76398,200,820.055633
19.294952,200,820.18437
22.392532,200,820.532093
20.514763,200,820.592238
9.303503,200,820.675484
57.977924,200,820.97233
21.95559,123,821.409261
34.306442,134,821.522313
65.68723,200,822.322016
45.854004,200,822.465031
51.657215,200,822.784085
57.397358,200,822.854073
24.815916,200,822.927495
57.077892,200,823.257518
55.061337,200,823.728662
29.069645,200,823.843264
-2.8742511,94,824.089147
24.212252,200,824.677836
43.29825,200,824.80582
3.9185162,136,824.859075
14.949581,200,825.114813
0.9506564,200,825.177377
-1.07873,166,825.673815
73.462975,200,825.952438
35.626034,200,826.25439
40.837948,200,826.873724
36.635204,200,827.008019
46.114216,200,827.06673
7.8619914,200,827.335473
17.517176,200,827.402307
-2.702455,119,827.626952
50.63941,200,827.942018
17.016758,200,828.216464
64.966286,200,829.124707
28.013702,200,829.267137
29.451649,200,829.320092
69.94807,200,829.609035
51.407547,200,829.676452
22.295712,200,829.902107
14.75185,200,830.222496
41.880856,200,830.522096
40.732475,200,831.394105
31.223776,200,831.550587
19.916943,200,831.623752
35.592907,200,831.884276
37.5881,200,831.94839
32.096386,200,832.168785
7.78211,200,832.511415
8.65316,200,832.789055
20.874525,200,833.696103
50.306057,200,833.827588
64.76195,200,833.885003
29.147114,200,834.157339
28.899237,200,834.221521
63.43305,200,834.462057
67.09265,200,834.789052
57.817066,200,835.060611
12.387548,128,835.266424
8.039278,200,835.936332
20.851994,200,836.121811
35.174564,200,836.391636
35.955612,200,836.477748
11.9689665,200,836.708664
37.083008,200,837.021973
35.03114,200,837.303663
36.73512,200,837.562514
38.07794,141,838.056539
38.896843,200,838.258073
4.55166,200,838.46808
66.36085,200,838.803311
35.561234,200,839.031904
33.16518,200,839.451745
26.017971,200,839.758738
29.803827,200,839.977058
48.8939,200,840.477859
12.490773,200,840.694897
47.958794,200,840.877384
23.989073,200,841.192955
62.410557,200,841.408788
67.60116,200,841.729674
10.619223,200,841.988835
29.739958,200,842.192968
40.594555,200,842.663471
17.133188,200,842.886115
32.063858,200,843.085838
28.040838,200,843.408761
20.889057,200,843.642493
66.953964,200,843.96638
41.470352,200,844.22996
57.589783,200,844.455776
32.372643,200,844.956338
12.89349,200,845.17902
54.576054,200,845.391525
24.619352,200,845.769199
39.80174,200,846.016139
32.356487,200,846.386048
10.501991,200,846.696027
66.398026,200,846.921624
33.210857,200,847.453367
47.333485,200,847.656474
8.71933,200,847.83778
25.67649,200,848.143999
46.26601,200,848.346845
67.05048,200,848.685774
