#{"t_start": 1747809037.366212, "env_id": "None"}
r,l,t
20.74612,200,203.144477
14.170815,200,203.208558
0.22112913,200,203.607865
5.78897,200,203.663512
-2.673061,200,203.800542
42.185074,200,203.85234
7.6248007,182,204.483839
10.525802,101,204.976797
3.7482843,200,205.028065
-6.5593,95,205.105008
12.198691,180,205.42654
11.01443,200,205.754612
30.156654,149,205.826143
-14.741293,79,205.990788
-10.61343,119,206.046453
20.233923,200,206.295584
-13.97587,139,206.818011
1.4803345,142,207.456091
22.46342,200,207.50357
21.343433,200,207.797934
13.464583,200,208.133157
32.559406,200,208.255482
32.96167,200,208.313456
18.975065,200,208.531958
11.032354,200,208.979157
-4.19523,35,209.356528
1.3373449,200,209.657404
6.8962526,200,209.713242
35.418545,200,210.07927
-8.763417,200,210.451884
-3.6190736,200,210.602738
-3.872579,200,210.687312
-1.5040184,194,210.885247
-12.312657,200,211.764334
-6.9651756,200,212.047495
-2.6012342,200,212.100129
57.512714,200,212.395696
10.736591,200,212.718795
18.11699,200,212.845461
-1.4230381,200,212.900936
24.70524,200,213.052483
-8.991977,111,213.261803
-7.1973653,200,213.902261
1.2580725,200,214.231691
21.93652,200,214.530961
21.106379,200,214.854661
29.874615,200,214.982143
22.284546,200,215.034827
49.29539,200,215.187994
12.531074,200,215.385247
-4.245774,90,215.833383
55.451057,200,216.060418
17.101105,200,216.402409
18.984077,200,216.698967
32.314487,200,217.133016
11.837962,200,217.183847
6.734621,200,217.341422
33.533142,200,217.525747
16.006355,200,218.025561
6.0902653,200,218.257908
4.226973,200,218.588707
-4.5253334,200,218.863381
10.799563,200,219.284932
-2.8211842,200,219.337465
43.52296,200,219.496795
-0.41095185,200,219.707344
21.481651,200,220.204734
38.88681,200,220.446045
15.654656,200,220.804858
35.252666,200,221.128758
20.52402,200,221.604561
11.599813,200,221.656189
12.031597,200,221.804993
10.860413,200,222.012537
13.074709,200,222.462296
42.0696,200,222.672316
-0.8289159,200,223.03267
34.3976,200,223.365613
27.445984,200,223.835577
36.298286,200,223.88895
21.850746,200,224.040572
34.150974,200,224.243818
16.793413,200,224.721039
15.696816,200,224.954189
11.927815,200,225.306265
48.384888,200,225.621017
33.056293,200,226.078383
8.910605,200,226.132176
5.457601,200,226.278688
-2.4078546,200,226.470561
3.591671,200,226.9327
8.72672,200,227.138145
14.759453,200,227.488283
28.838121,200,227.803223
-11.401322,110,228.147743
1.7535262,200,228.267219
19.967834,200,228.330818
25.409096,200,228.489312
3.9366925,200,228.688555
45.572098,200,229.388167
4.8786182,200,229.727798
14.951518,200,230.019692
28.73146,200,230.345097
6.4893727,200,230.491503
22.602037,200,230.548534
13.935663,200,230.689794
38.68367,200,230.890259
22.216167,200,231.57047
47.304153,200,231.922228
19.575132,200,232.232533
40.152863,200,232.554641
0.6482036,200,232.677388
19.11964,200,232.73425
34.43725,200,232.885144
3.4319108,200,233.070919
2.5539713,200,233.728307
9.256226,200,234.072593
7.69533,200,234.381542
29.05761,200,234.716863
17.023489,200,234.832296
36.304077,200,234.888172
13.372425,200,235.032195
31.374876,200,235.219429
4.5019746,200,235.880872
39.753464,200,236.229596
51.645897,200,236.529877
11.271218,200,236.856368
12.306261,200,236.998657
58.957333,200,237.066179
30.192028,200,237.213646
6.9465303,200,237.397882
16.330296,200,238.037572
15.527645,200,238.384871
17.351482,200,238.686843
27.890306,200,239.003757
39.922695,200,239.114796
28.818518,200,239.163186
1.8811007,200,239.314675
1.4707735,200,239.509168
54.927193,200,240.186749
40.69048,200,240.550326
23.905846,200,240.854567
20.380865,200,241.157105
23.894321,200,241.266601
31.3459,200,241.328981
28.526958,200,241.503143
41.29709,200,241.690549
37.062542,200,242.378492
38.272694,200,242.731366
-0.89711654,200,243.035142
20.846302,200,243.346687
3.2532535,200,243.472033
11.613702,200,243.524997
8.453429,200,243.691428
38.593044,200,243.913077
49.480003,200,244.59074
9.87989,200,244.95159
-3.450706,200,245.274996
31.262583,200,245.633156
40.154716,200,245.772121
27.51702,200,245.830594
32.869324,200,245.987391
3.005805,200,246.181469
14.64029,200,246.921485
57.651684,200,247.292775
4.2418566,200,247.610258
50.36259,200,247.940512
5.356485,200,248.063887
33.291767,200,248.115534
5.2977786,200,248.263746
18.616304,200,248.469931
50.932304,200,249.1999
2.307069,200,249.586202
23.944235,200,249.93294
57.50869,200,250.285367
11.17007,200,250.406973
35.628647,200,250.473089
3.3006172,200,250.638643
51.323124,200,250.844076
12.7114315,200,251.558309
31.370007,200,251.891849
6.559465,200,252.220568
7.5587535,200,252.585161
2.5892744,200,252.702574
17.33935,200,252.766302
20.10277,200,252.921916
57.152485,200,253.108727
34.651733,200,253.773559
16.700378,200,254.127494
14.432174,200,254.436749
13.992801,200,254.765825
2.1879447,200,254.882942
22.6153,200,254.93854
48.773746,200,255.081535
30.523052,200,255.274206
36.20787,200,255.963957
17.080729,200,256.300784
36.62022,200,256.642658
7.2296224,200,256.989285
6.5346828,200,257.109126
17.247147,200,257.16524
8.453933,200,257.311421
16.429842,200,257.531997
8.294438,200,258.209718
18.093636,200,258.573333
6.704102,200,258.882517
37.10337,200,259.192287
43.75087,200,259.311317
-0.8329475,200,259.36399
8.090594,200,259.554932
13.145453,200,259.773361
8.006447,200,260.462939
1.7363944,200,260.821884
20.768648,200,261.171643
36.76052,200,261.60818
50.73347,200,261.757624
-3.2336962,200,261.838618
41.44905,200,261.991473
7.353043,200,262.18751
4.421917,200,262.947987
41.53109,200,263.303583
2.552774,200,263.612643
2.6993084,200,263.933317
12.164645,200,264.050447
25.356352,200,264.101013
52.49052,200,264.242769
17.853384,200,264.43588
24.754799,200,265.106719
32.231693,200,265.46356
15.120637,200,265.756479
13.082317,200,266.083184
9.495338,200,266.207093
52.477837,200,266.264281
38.111794,200,266.451261
30.3849,200,266.63604
25.278389,200,267.333115
8.466202,200,267.671254
28.651443,200,267.964045
50.746338,200,268.282392
15.337721,200,268.392406
54.44688,200,268.448366
10.80846,200,268.615622
42.638325,200,268.804544
2.6805563,200,269.482996
10.419169,200,269.820942
13.598513,200,270.104786
20.149942,200,270.440816
0.3829108,200,270.560328
13.750974,200,270.609178
34.794735,200,270.755334
12.113062,200,270.942791
14.501273,200,271.642541
32.562206,200,272.006623
5.9508333,200,272.316974
49.755653,200,272.664153
7.8008976,200,272.774611
7.3368626,200,272.834009
67.517685,200,272.991528
43.122936,200,273.19018
1.5996822,76,273.820868
42.822716,200,273.86536
6.973568,200,274.200243
14.956899,200,274.513924
24.019966,200,274.844018
4.657375,200,274.983173
46.537685,200,275.04428
41.983242,200,275.394961
15.477179,200,276.051126
32.20152,200,276.089523
1.4737481,200,276.454731
39.278847,200,276.754486
18.378767,200,277.053303
7.9312587,200,277.171247
66.284744,200,277.222585
52.651512,200,277.559614
17.72615,200,278.206594
27.208586,200,278.250829
4.371059,200,278.621594
17.538782,200,278.927786
35.925602,200,279.249985
19.444628,200,279.365986
45.30364,200,279.417294
13.356315,200,279.766003
36.98718,200,280.417622
46.4771,200,280.490909
11.759208,200,280.829568
9.342727,200,281.143452
21.305025,200,281.529142
12.676106,200,281.669185
-5.249243,200,281.735799
32.860455,200,282.11072
30.185417,200,282.76652
8.418435,200,282.811386
22.365622,200,283.176081
54.303726,200,283.493969
13.6529255,200,283.810963
52.67943,200,283.924498
45.378357,200,283.973558
9.408082,200,284.330136
18.780972,200,284.994686
31.822096,200,285.041048
38.93411,200,285.374323
20.867605,200,285.690808
57.561016,200,286.013388
9.731849,200,286.141211
30.777498,200,286.193084
11.468202,109,286.232136
38.80712,200,286.585075
24.564865,200,287.244669
5.326084,200,287.639465
41.404324,200,287.945178
-3.3216715,200,288.276539
16.26187,200,288.406298
49.738697,200,288.485345
46.74526,200,288.522211
22.44317,200,288.857003
24.39422,200,289.551365
22.9389,200,289.916124
15.756808,200,290.226274
17.697786,200,290.559887
20.419733,200,290.67499
32.51506,200,290.729908
6.5629954,200,290.764699
32.96666,200,291.083499
12.743024,200,291.737777
42.801197,200,292.128917
35.850746,200,292.439013
10.815144,200,292.772416
64.91344,200,292.897795
-0.31176075,200,292.944845
60.99657,200,292.977345
10.689611,200,293.286933
12.963645,200,293.941996
1.592983,200,294.327501
-9.745887,200,294.643125
8.156448,200,294.974667
42.014458,200,295.102685
18.918236,200,295.155061
38.083298,200,295.183684
19.955366,200,295.522515
20.029585,200,296.170003
-8.017047,200,296.585623
46.67754,200,296.887125
4.458914,200,297.252846
29.079576,200,297.385157
57.992542,200,297.465816
19.35753,200,297.495575
14.414248,200,297.821401
27.580364,200,298.47902
66.89674,200,298.855842
23.4083,200,299.202313
14.623698,200,299.56962
27.634773,200,299.690023
7.0851736,200,299.751834
18.33125,200,299.786685
31.792498,200,300.112112
44.339973,200,300.732374
36.063828,200,301.148179
56.201385,200,301.503284
32.997677,200,301.857855
55.624645,200,301.979398
51.691357,200,302.032039
5.235986,200,302.066012
56.51815,200,302.378078
36.994923,200,303.044968
5.036763,200,303.444232
41.12534,200,303.752695
35.073727,200,304.087038
33.009502,200,304.210064
33.64042,200,304.268297
15.560354,200,304.301705
15.385463,200,304.635103
7.8146873,200,305.230994
18.59104,200,305.598624
28.918499,200,305.916651
60.42198,200,306.247238
32.51096,200,306.369852
36.93356,200,306.443464
20.756495,200,306.475509
48.49369,200,306.787604
42.73443,200,307.410466
45.350655,200,307.812023
23.643358,200,308.138949
13.366254,200,308.502071
17.676064,200,308.625986
18.481234,200,308.680695
7.9621797,200,308.714108
61.82995,200,309.046887
7.429914,200,309.69723
28.846022,200,310.101257
4.3361425,200,310.410759
15.8473015,200,310.738482
1.9766135,200,310.850507
-0.93570423,200,310.896276
48.7921,200,310.922391
6.0760236,200,311.184548
46.38196,200,311.807392
7.5598116,200,312.188751
8.15695,200,312.544431
13.017535,200,312.861826
10.32973,200,312.974266
46.503128,200,313.0274
24.574554,200,313.059965
30.07126,200,313.360845
25.033606,200,314.054734
8.314543,200,314.457909
48.03678,200,314.770491
6.2185555,200,315.101233
0.38718995,200,315.229342
22.829157,200,315.285458
3.331083,200,315.314286
7.9867268,200,315.638093
43.027184,200,316.263038
11.294212,200,316.685214
19.725033,200,316.979354
27.737621,200,317.296537
3.2321465,200,317.41012
27.908382,200,317.459827
37.88806,200,317.48868
6.535209,200,317.793058
1.8941722,200,318.387889
33.73806,200,318.780528
-13.186269,200,319.090716
27.783657,200,319.414262
-1.3153912,200,319.543734
1.2183887,200,319.596417
4.9954014,200,319.641492
-10.799353,200,319.971212
-21.004175,132,320.564425
13.458331,200,320.609272
36.776466,200,320.991883
8.638869,133,321.09768
10.9485235,200,321.652743
46.893555,200,321.768938
11.046094,200,321.821003
59.41509,200,322.180596
33.761593,200,322.813033
8.658721,200,322.857551
0.96095437,200,323.252653
29.893724,200,323.364022
32.662693,200,323.896632
46.38295,200,324.021753
22.51316,200,324.072029
51.920345,200,324.405139
3.4570491,200,324.988993
38.227146,200,325.029889
25.363907,200,325.423596
60.179527,200,325.528332
16.037045,200,326.0569
8.525824,200,326.172498
24.521557,200,326.226655
39.37185,200,326.595638
-7.6463256,96,327.142407
4.8747535,191,327.155182
47.944912,200,327.210093
-3.889072,92,327.225892
10.75837,200,327.681516
21.317028,200,327.796982
8.250512,200,328.508485
23.709959,200,328.871013
60.45715,200,329.388697
39.843983,200,329.398368
36.78904,200,329.454008
10.645382,200,329.46353
44.857746,200,329.921008
12.6847925,200,330.031143
32.63325,200,330.733446
0.078316495,200,331.099896
13.833479,200,331.640032
10.1970825,200,331.649232
8.043317,200,331.710365
32.87223,200,331.723187
40.978184,200,332.180433
28.967876,200,332.298348
48.25378,200,333.01963
49.642212,200,333.369786
-1.1453347,169,333.627449
6.612922,200,333.883387
42.60725,200,333.895668
3.1267016,200,333.94467
24.979565,200,334.374396
48.9594,200,334.477416
19.638214,141,335.139234
4.4243655,200,335.171242
27.66737,200,335.52141
44.957832,200,336.048648
17.19639,200,336.061912
3.4822152,200,336.114982
16.59984,200,336.562276
31.955256,200,336.672407
35.139385,200,337.374489
12.91021,200,337.41046
3.4052744,200,337.764318
11.883388,200,338.293969
22.803501,200,338.303509
9.980481,200,338.354762
71.40247,200,338.782247
39.48652,200,338.89536
62.07601,200,339.533293
52.42741,200,339.56308
13.298006,200,339.909379
21.923428,200,340.42255
-6.08584,200,340.433766
58.99158,200,340.496703
34.719948,200,340.974741
30.801031,200,341.083789
0.12420793,72,341.246082
10.825139,83,341.450534
56.62892,200,341.759928
18.11344,200,341.791212
-3.989656,100,342.077371
2.234267,80,342.141133
22.15526,200,342.141199
6.7528806,200,342.67938
10.469602,105,342.890902
29.96064,200,343.254443
14.627674,200,343.615244
13.988741,84,343.799078
44.968742,200,343.950642
35.05168,200,344.233361
37.102596,200,344.298055
43.867256,200,344.298113
8.797469,159,344.380072
1.0218853,200,345.349868
44.270832,200,345.705817
5.6769896,200,345.883088
20.362314,200,346.038879
-3.0406053,200,346.315928
38.924503,200,346.38182
6.3610606,200,346.38188
58.71188,200,346.46615
-2.588715,71,346.832041
-1.9918958,200,347.545336
28.08211,161,347.66098
37.2375,200,347.899604
18.82426,83,348.428428
15.237433,200,348.500425
7.160683,200,348.56425
63.069122,200,348.564311
-1.6096039,200,348.646593
2.1434574,94,348.656543
25.367607,200,348.982639
33.66971,200,350.074286
12.482236,154,350.350495
28.493828,200,350.622838
29.451553,200,350.700334
5.152771,200,350.773996
28.025707,200,350.774059
12.357376,200,350.898556
36.839878,200,351.242543
5.7147346,116,351.391063
-4.7329955,66,351.523042
1.3365855,89,351.625179
7.3923664,74,351.717291
5.069401,69,352.160136
9.1071415,76,352.37206
9.70147,77,352.560223
48.28122,200,352.581778
57.088795,200,352.942197
13.505568,200,353.008071
7.8327613,200,353.530012
36.434258,200,353.957929
5.186855,200,354.49735
2.9654388,200,354.712661
36.842793,200,354.917498
5.60526,200,354.940264
8.830361,200,355.300946
6.4995265,200,355.373962
41.46815,200,355.807923
66.17525,200,356.233584
47.618195,200,356.72821
8.248464,200,356.931931
3.174907,200,357.117432
1.6928759,200,357.139024
19.728762,200,357.466343
14.114349,200,357.530503
-0.7717443,68,357.841449
1.247075,200,357.961988
-6.073951,70,358.228164
17.504715,200,358.35719
21.42619,200,358.856956
47.7607,200,359.092341
22.008068,200,359.316909
12.11045,200,359.728601
12.516854,200,360.040637
21.290716,200,360.167424
45.10196,200,360.444369
7.567337,200,360.56714
38.16053,200,361.142528
16.681337,200,361.381397
46.32649,200,361.608609
10.489381,200,362.046376
-9.39731,44,362.114658
43.520638,200,362.358923
32.83531,200,362.481618
37.372135,200,362.763782
8.613035,200,362.898207
-8.110523,76,363.218216
3.2555149,53,363.358727
11.584946,200,363.41247
7.4125814,200,363.627433
20.330702,200,364.249299
12.75369,200,364.316031
78.48421,200,364.649947
21.119957,200,365.056922
21.700972,200,365.364387
11.596138,200,365.482117
6.5152965,200,365.526289
-1.6881788,47,365.536504
45.057617,200,365.70956
1.9950815,200,366.311809
41.65631,200,366.375832
22.008999,200,366.732758
30.477999,200,367.42903
5.5164475,200,367.580045
30.794212,200,367.641461
10.325833,200,367.652293
9.79886,200,367.856067
3.6323535,83,368.324618
34.500954,200,368.468709
53.1568,200,368.541897
3.6372123,200,368.894647
57.80954,200,369.794674
40.344643,200,369.854016
31.747538,200,369.864997
4.777498,200,370.08035
29.904507,200,370.570672
7.0810447,200,370.715907
9.26532,200,370.780008
30.054369,200,371.148582
37.024055,200,371.962064
-5.9212418,200,372.013402
-0.9788247,200,372.022603
7.697376,200,372.233351
15.244498,200,372.743107
10.089335,200,372.920374
3.337645,200,373.026798
39.971653,200,373.545592
34.06215,200,374.756319
21.03575,200,374.811736
23.41047,200,374.829886
-0.1182515,200,375.103399
49.447037,200,375.814008
47.96065,200,375.99628
64.899,200,376.081392
4.6082077,200,376.560282
-19.870007,162,377.561288
-2.9574683,200,377.751043
-6.9231906,117,377.751117
33.413967,200,377.833653
42.57599,200,377.847749
-3.6636164,93,377.970001
10.046489,163,378.235833
5.628548,155,378.379811
-6.240749,148,380.061274
0.44069183,200,380.579661
7.516244,200,380.76496
-3.1634545,200,380.765025
45.900547,200,380.83657
59.266163,200,380.971979
35.018616,200,381.242652
32.958122,200,381.416475
-4.0824337,115,382.277411
20.817852,200,383.015369
11.277848,165,383.23683
-3.1299736,89,383.531893
2.1450388,200,383.665766
10.694393,200,383.665825
34.71313,200,383.886567
7.0145955,200,384.151001
61.781265,200,384.311368
4.1664867,133,385.037784
4.1806483,73,385.05139
-5.721857,168,385.830889
5.8503666,165,386.24284
1.3351115,200,386.688585
14.599148,161,386.737103
18.685139,200,386.832368
27.548878,200,387.511605
11.006892,99,387.845956
10.255652,200,388.216568
39.87971,200,388.231105
-1.0580193,128,388.725301
24.506718,200,388.98804
33.416573,200,389.845556
15.592801,200,389.943428
8.92698,146,390.462443
20.017776,147,390.462511
19.041088,173,390.511774
20.208097,200,390.611866
4.393301,122,390.846771
-8.3589325,33,391.118386
20.029987,200,391.712384
-1.8085904,118,392.635952
7.417403,194,392.886975
5.3212276,200,392.887039
39.322952,200,393.476974
21.171158,200,393.477034
19.095818,200,393.533513
18.594303,200,394.112784
-4.77876,111,394.304772
56.393246,200,394.74742
6.092039,200,395.830657
45.283813,200,395.83072
3.907406,175,396.101515
31.127241,190,396.269691
6.874139,200,396.440922
42.182114,200,397.087871
41.365852,200,397.263436
13.634424,200,397.702633
36.770752,200,398.83618
51.53894,200,398.836246
19.941826,200,399.114497
40.93186,200,399.273142
39.904835,200,399.446707
-2.2891417,158,399.459708
49.52839,200,400.200376
0.45400375,185,400.390031
-5.873791,34,400.878429
1.785272,122,400.995945
-2.0335894,139,401.068958
-1.3759767,153,401.680295
22.950336,155,401.690027
0.010248024,200,401.771763
27.525791,200,401.771834
16.829187,200,403.255113
16.738758,200,403.973981
28.731327,200,404.102229
56.88128,200,404.169545
43.60268,200,404.652215
48.891293,200,404.662331
26.409819,200,404.719965
23.231958,200,404.720026
2.267357,200,405.76244
16.13469,200,406.330563
22.229889,200,406.420609
32.147808,200,406.474895
18.595505,200,406.89519
5.647839,200,406.904305
15.771645,200,406.964
7.11185,200,406.964059
9.1696825,200,408.070343
0.3933245,200,408.638409
42.92268,200,408.728898
13.570418,200,408.782717
6.5434833,200,409.196635
56.019066,200,409.20564
25.080318,200,409.262527
5.0997677,200,409.262581
40.98223,200,410.375225
29.068913,200,410.930315
7.8787847,200,411.022617
24.808123,200,411.079641
5.12991,200,411.524664
60.77208,200,411.534375
1.8866999,200,411.585689
33.240078,200,411.585747
3.1216636,200,412.636852
32.95066,200,413.167322
33.856483,200,413.275578
40.411484,200,413.337593
32.29117,200,413.735699
11.961013,200,413.747102
36.239025,200,413.801377
16.339846,200,413.801434
7.733778,200,414.869618
-0.3185851,200,415.423414
18.199896,200,415.505257
0.5531953,200,415.554728
18.138563,200,415.966416
9.735963,200,415.978956
29.977522,200,416.038779
27.861198,200,416.038835
2.0421603,50,416.063378
17.49167,200,417.131891
35.823277,200,417.681039
16.475729,200,417.822801
15.736898,200,418.235558
30.713903,200,418.2486
6.242941,200,418.303037
15.217335,200,418.303094
18.776014,200,418.322573
7.7234654,200,419.420575
48.20209,200,419.967739
5.9430823,200,420.110321
64.126976,200,420.502864
34.971706,200,420.514259
34.81,200,420.566817
21.61055,200,420.566869
37.373314,200,420.590119
-1.5479138,58,421.137517
43.362602,200,421.635663
26.103464,200,422.206482
34.645126,200,422.371222
30.414955,200,422.819517
46.940388,200,422.883663
25.033699,200,422.883723
63.77176,200,422.911725
0.64973766,54,423.434293
10.696046,200,423.468214
51.578888,200,423.942095
28.409107,200,424.548251
26.354158,200,424.699832
44.875416,200,425.20885
49.001137,200,425.208911
30.067007,200,425.236471
5.2626896,200,425.839906
17.011875,200,425.871334
17.77233,200,426.332084
-2.9635828,63,426.533294
-0.5949523,67,426.612893
5.4303927,200,426.898156
29.574919,200,427.050184
43.478363,200,427.531003
53.059795,200,427.531069
14.140083,200,427.552978
20.79391,151,428.267229
43.95838,200,428.535979
24.525345,200,428.719478
27.497252,200,429.05768
42.743073,200,429.197669
1.8026606,200,429.677861
31.789593,200,429.677919
26.903503,200,429.696421
20.627523,200,430.470719
13.020818,200,430.773098
57.355278,200,430.954392
26.216179,200,431.289026
41.84394,200,431.448407
31.93115,200,431.891899
57.297672,200,431.89196
12.495749,200,431.915899
25.76964,200,432.766058
15.133667,200,433.032814
40.276554,200,433.233208
1.9055153,200,433.607208
13.909241,200,433.752807
13.477972,200,434.381828
10.984491,200,434.38189
18.51463,200,434.408758
42.610798,200,435.232403
19.606892,200,435.520348
41.219788,200,435.69721
18.322128,200,436.081559
7.005946,200,436.232767
25.67224,200,436.740397
25.389626,200,436.740458
3.4231277,200,436.767834
19.825619,200,437.680365
3.379344,200,438.004664
51.320366,200,438.239328
21.437515,200,438.599566
52.52598,200,438.742637
53.637894,200,439.311774
0.34571576,200,439.311872
34.316437,200,439.339975
38.84524,200,440.105411
3.0564055,72,440.15047
32.314285,200,440.382948
37.597057,200,440.607395
-10.612848,52,440.788725
18.70666,200,441.055904
6.209009,200,441.245659
47.474316,200,441.813465
35.706512,200,441.813555
12.076976,200,442.627235
2.7984676,200,442.908654
4.93045,142,442.95856
3.8443336,200,443.102885
17.640621,200,443.254821
29.770412,200,443.480978
49.101505,200,444.096472
2.0253077,200,444.09653
1.5383815,52,444.674905
23.62359,200,444.897144
17.354778,200,445.184857
15.471104,200,445.226292
6.3097997,200,445.360843
38.545437,200,445.522823
32.541935,200,445.71175
20.65294,116,446.154505
20.139698,200,446.307578
52.8534,200,446.892036
39.309868,200,447.366025
33.929054,200,447.408587
17.956957,200,447.558544
20.343603,200,447.715767
54.43935,200,447.922023
-6.742275,73,448.179446
11.2630205,200,448.370061
18.85342,200,448.534335
35.287537,200,449.124899
17.155178,200,449.696421
20.6516,200,449.842774
43.159824,200,449.992795
8.827129,200,450.186275
30.758017,200,450.453364
14.061021,200,450.642238
57.589302,200,450.789211
10.662286,200,451.372782
13.285257,200,451.887634
23.925465,200,452.026104
35.591335,200,452.175609
41.22879,200,452.373769
2.3389983,200,452.640585
3.416714,200,452.826436
57.818935,200,452.977082
-6.11311,89,453.13958
2.3318331,200,453.533674
45.524994,200,454.034961
53.243618,200,454.169621
37.426273,200,454.519727
7.2454114,200,454.772607
23.806896,200,454.989274
11.169644,200,455.160997
-9.941357,59,455.188854
4.92549,200,455.314521
17.79389,200,455.722482
-8.179749,35,456.144566
10.5447035,200,456.27723
55.48243,200,456.431788
11.114025,200,457.049502
10.5618,200,457.253898
11.745874,200,457.414744
11.907392,200,457.470797
22.460686,200,457.606899
5.4794893,55,458.08294
12.96293,200,458.489159
42.171688,200,458.641512
27.764793,200,458.786086
-1.2061806,139,458.938201
7.2561593,200,459.510859
59.251663,200,459.921356
19.173632,200,460.07602
31.104197,200,460.555629
-3.7917767,71,460.977977
17.760002,200,460.990456
27.2519,200,461.121769
32.446346,200,461.272366
48.62122,200,461.442065
41.959805,200,461.937841
28.757584,200,462.327313
26.513168,200,462.940958
12.310419,200,463.301837
18.843403,200,463.312134
22.850718,200,463.451718
22.464733,200,463.596321
16.92724,200,463.73636
19.61079,200,464.337826
41.385353,200,464.755403
38.009407,200,465.301174
5.0497465,200,465.676939
15.887316,200,465.689777
27.799305,200,465.826871
25.439459,200,465.961011
10.567561,200,466.109982
4.4068346,200,466.620666
10.485768,200,467.006829
5.7062116,200,467.616836
13.780338,200,468.014073
46.56896,200,468.026422
11.772201,200,468.161345
58.755867,200,468.306314
24.794983,200,468.471936
5.4523916,200,468.938608
39.607037,200,469.321986
46.41164,200,469.95284
11.802445,200,470.307602
43.928173,200,470.320625
49.232067,200,470.474942
34.65206,200,470.626562
7.3944387,200,470.775411
19.249329,200,471.269672
25.8441,200,471.66804
9.486194,200,472.205952
10.856871,200,472.541527
34.217915,200,472.552633
47.18389,200,472.701133
13.944385,200,472.851892
52.214996,200,472.994726
18.17647,200,473.485693
3.3596876,75,473.704636
53.319065,200,473.880134
41.747894,200,474.468247
51.218426,200,474.801967
33.99276,200,474.811491
12.670559,200,474.939383
35.095608,200,475.224216
31.612759,200,475.675068
9.944982,200,475.880247
57.255005,200,476.044249
37.047096,200,476.630737
17.060793,200,476.973413
5.703031,200,476.986898
12.91986,200,477.114062
26.132847,200,477.378319
10.602791,200,477.886199
7.1950946,200,478.111239
11.615657,200,478.291241
9.567076,200,478.845409
32.099796,200,479.15749
40.302853,200,479.168609
48.00113,200,479.296643
10.251335,200,479.601392
32.117912,200,480.070852
46.49308,200,480.27851
44.215115,200,480.470533
10.854939,200,481.096477
34.976463,200,481.486318
1.8758808,200,481.495082
49.616272,200,481.6304
45.88596,200,481.91642
2.6849093,69,482.251675
16.299694,200,482.37978
27.010046,200,482.605347
9.871028,200,482.78003
4.186364,200,483.357301
10.552329,200,483.707895
26.714388,200,483.852144
49.182377,200,484.154443
19.255594,200,484.519427
26.264412,200,484.651347
9.563142,200,484.884052
48.895367,200,485.061129
52.10641,200,485.628716
7.769854,200,486.02497
14.543092,200,486.192938
12.730823,200,486.498765
16.342209,200,486.919312
52.11441,200,487.040922
60.32177,200,487.234944
47.393436,200,487.397389
54.597546,200,487.973085
43.007133,200,488.321506
25.573267,200,488.473531
6.485904,200,488.788767
39.1651,200,489.226929
17.672401,200,489.396988
12.046902,200,489.67962
48.671646,200,489.945375
48.64526,200,490.621826
55.823437,200,491.003285
22.493568,200,491.140129
50.14866,200,491.453592
5.549284,200,491.776327
29.557913,200,491.910602
47.929993,200,492.113989
57.31833,200,492.287855
26.65235,200,492.913245
13.602096,200,493.268901
10.8295555,200,493.412997
11.914462,200,493.71286
23.047173,200,494.042936
6.4791064,200,494.175067
59.367523,200,494.388619
9.265943,200,494.597781
10.366591,200,495.210575
36.60789,200,495.563181
6.0774846,200,495.705549
3.964372,200,495.988021
14.797367,200,496.324332
12.09996,200,496.474459
47.568783,200,496.687218
12.114147,200,496.864512
27.162771,200,497.446799
42.940903,200,497.762189
11.589895,200,497.895663
25.803375,200,498.162385
4.177601,200,498.498467
29.532358,200,498.637516
38.905758,200,498.837136
33.28986,200,499.023542
21.976826,200,499.597656
39.536022,200,499.936497
65.14731,200,500.077774
8.673542,200,500.346575
5.6070237,200,500.688228
34.280384,200,500.827694
25.18348,200,501.054761
39.7257,200,501.234399
34.173225,200,501.913431
17.180983,200,502.374762
65.899315,200,502.581287
10.754434,200,502.98924
7.8968215,200,503.447713
56.50956,200,503.624956
5.7432985,200,503.897725
9.44483,200,504.130533
24.220682,200,504.925078
65.50422,200,505.411533
28.074385,200,505.581364
5.5654793,200,506.011897
14.76439,200,506.500244
46.284946,200,506.678253
60.315044,200,506.988345
47.27191,200,507.226635
22.305744,200,507.978619
39.697773,200,508.431543
17.46373,200,508.664467
27.142105,200,509.123318
33.242233,200,509.593601
49.63659,200,509.795441
5.143867,200,510.124482
67.020325,200,510.364711
48.29172,200,511.522405
38.24204,200,512.041025
39.35829,200,512.282969
41.7867,200,512.627052
49.81764,200,512.96378
48.85494,200,513.100152
16.995684,200,513.319706
13.266783,200,513.53138
5.3658743,200,514.175037
6.2045603,200,514.654895
22.157393,200,514.84531
51.54261,200,515.164375
36.29576,200,515.511513
33.35153,200,515.644198
13.003639,200,515.852894
42.890858,200,516.023222
16.430958,200,516.585947
30.591991,200,516.911673
14.176861,200,517.045651
19.121387,200,517.341222
58.099808,200,517.678406
19.33608,200,517.806631
61.523293,200,518.015031
35.485695,200,518.181394
45.481503,200,518.763067
76.19414,200,519.110324
14.557657,200,519.238798
42.15155,200,519.49846
46.861916,200,519.826756
42.015114,200,519.951178
9.332331,200,520.160472
46.27986,200,520.323753
39.68255,200,520.899348
67.05745,200,521.237127
10.265114,200,521.373617
40.565105,200,521.636133
